Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
утро,314,morning,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,утром,Ins.Sing,Утром я ездила в банк.,I went to the bank this morning.,_,"мера, время",
утро,315,morning,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,утро,Acc.Sing,Под утро выпал снег.,It was snowing right before the morning came.,_,"мера, время",
купить,316,buy,V,A1,"Golosa, MiP, LM, МН",1,купить,Perf.Inf,Я хочу купить это платье.,I want to buy this dress.,_,магазин,
купить,317,buy,V,A1,"Golosa, MiP, LM, МН",2,купил,Perf.Masc.Sing.Past,Он купил себе новую машину.,He bought himself a new car.,_,магазин,
купить,318,buy,V,A1,"Golosa, MiP, LM, МН",3,купила,Perf.Fem.Sing.Past,Она купила себе новый дом.,She bought herself a new house.,_,магазин,
дорога,319,road,N.Fem.Inan,A1,"LM, МН",1,дороги,Gen.Sing,У дороги стоит маленький магазин.,There is a little shop by the side of the road.,_,путешествие,
дорога,320,road,N.Fem.Inan,A1,"LM, МН",2,дорогу,Acc.Sing,Переходите через дорогу только по светофору!,Cross the road only when the light is green!,_,путешествие,
дорога,321,road,N.Fem.Inan,A1,"LM, МН",3,дороге,Dat.Sing,"Лось подошёл близко к дороге, и мы смогли его сфотографировать.",The moose came close to the road and we managed to take a photo of it.,_,путешествие,
курить,322,smoke,V,A1,"MiP, МН",1,курить,Imperf.Inf,Он бросил курить десять лет назад.,He quit smoking 10 years ago.,_,"люди, здоровье",
курить,323,smoke,V,A1,"MiP, МН",2,курил,Imperf.Masc.Sing.Past,Я раньше много курил.,I used to smoke a lot.,_,"люди, здоровье",
курить,324,smoke,V,A1,"MiP, МН",3,курю,Imperf.Sing.1,Я не курю.,I don't smoke.,_,"люди, здоровье",
река,325,river,N.Fem.Inan,A1,"MiP, LM, МН",1,реки,Gen.Sing,До реки идти десять минут.,It takes ten minutes to walk to the river.,_,путешествие,
река,326,river,N.Fem.Inan,A1,"MiP, LM, МН",2,река,Nom.Sing,Как называется эта река? Это Волга.,What is the name of this river? It's the Volga.,_,путешествие,
река,327,river,N.Fem.Inan,A1,"MiP, LM, МН",3,реку,Acc.Sing,Нам нужен мост через реку.,We need a bridge across the river.,_,путешествие,
лежать,328,lie,V,A1,"Golosa, MiP, LM, МН",1,лежит,Imperf.Sing.3,Где лежит мой паспорт? Я не могу его найти.,Where is my passport? I can’t find it.,_,"свободное время, жильё",
лежать,329,lie,V,A1,"Golosa, MiP, LM, МН",2,лежал,Imperf.Masc.Sing.Past,"В прошлый вторник я лежал на пляже, а сегодня должен работать.",Last Tuesday I was lying on the beach and today I have to work.,_,"свободное время, жильё",
лежать,330,lie,V,A1,"Golosa, MiP, LM, МН",3,лежат,Imperf.Plur.3,Книги лежат на столе.,The books are lying on the table.,_,"свободное время, жильё",
поэт,331,poet,N.Masc.Anim,A1,"MiP, LM, МН",1,поэт,Nom.Sing,Пушкин — великий русский поэт.,Pushkin is a great Russian poet.,_,"люди, учёба/работа",
поэт,332,poet,N.Masc.Anim,A1,"MiP, LM, МН",2,поэта,Gen.Sing,Я люблю стихи этого поэта.,I like this poet's poems.,_,"люди, учёба/работа",
поэт,333,poet,N.Masc.Anim,A1,"MiP, LM, МН",3,поэту,Dat.Sing,В нашем городе есть памятник поэту двадцатого века — Владимиру Маяковскому.,In our city there is a statue of the 20th century poet Vladimir Mayakovsky.,_,"люди, учёба/работа",
отец,334,father,N.Masc.Anim,A1,"LM, МН",1,отец,Nom.Sing,Этот человек — её отец.,This person is her father.,_,люди,
отец,335,father,N.Masc.Anim,A1,"LM, МН",2,отца,Gen.Sing,40% детей в России растут без отца.,40% of children in Russia grow up without a father.,_,люди,
отец,336,father,N.Masc.Anim,A1,"LM, МН",3,отцом,Ins.Sing,Сложно ли быть отцом?,Is it difficult to be a father?,_,люди,
комната,337,room,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,комнату,Acc.Sing,"Пожалуйста, не заходите в мою комнату.","Please, don’t come in my room.",_,жильё,
комната,338,room,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,комнате,Loc.Sing,В этой комнате три окна.,There are 3 windows in this room.,_,жильё,
комната,339,room,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,комнаты,Gen.Sing,В углу комнаты стоял шкаф.,There was a wardrobe in the corner of the room.,_,жильё,
любить,340,love,V,A1,"Golosa, MiP, LM, МН",1,люблю,Imperf.Sing.1,Я люблю фильмы Вуди Аллена.,I like films by Woody Allen.,_,внутренний мир,
любить,341,love,V,A1,"Golosa, MiP, LM, МН",2,любит,Imperf.Sing.3,Вася любит Машу.,Vasya loves Masha.,_,внутренний мир,
любить,342,love,V,A1,"Golosa, MiP, LM, МН",3,любил,Imperf.Masc.Sing.Past,Ты когда-нибудь любил по-настоящему?,Have you ever truly loved somebody?,_,внутренний мир,
картина,343,painting,N.Fem.Inan,A1,"LM, МН",1,картина,Nom.Sing,Моя любимая картина — «Подсолнухи» Ван Гога.,"My favorite painting is ""Sunflowers"" by Van Gogh.",_,"жильё, свободное время",
картина,344,painting,N.Fem.Inan,A1,"LM, МН",2,картину,Acc.Sing,Я хочу купить эту картину.,I want to buy this painting.,_,"жильё, свободное время",
картина,345,painting,N.Fem.Inan,A1,"LM, МН",3,картины,Gen.Sing,Я хочу купить раму для своей картины.,I want to buy a frame for my painting.,_,"жильё, свободное время",
жена,346,wife,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,жена,Nom.Sing,Моя жена работает в банке.,My wife works in the bank.,_,люди,
жена,347,wife,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,женой,Ins.Sing,Завтра мы с женой идём в театр.,Tomorrow my wife and I are going to the theatre.,_,люди,
жена,348,wife,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,жены,Gen.Sing,У моей жены интересная работа.,My wife has an interesting job.,_,люди,
учитель,349,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",1,учитель,Nom.Sing,Мой учитель английского живёт в Лондоне.,My English teacher lives in London.,_,"люди, учёба/работа",
учитель,350,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",2,учителя,Nom.Plur,Все учителя в нашей школе — женщины.,All the teachers in our school are women.,_,"люди, учёба/работа",
учитель,351,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",3,учителей,Gen.Plur,Мы приготовили подарок для наших учителей.,We prepared a gift for our teachers.,_,"люди, учёба/работа",
мечтать,352,dream,V,A1,"MiP, МН, Кс",1,мечтала,Imperf.Fem.Sing.Past,В детстве я мечтала стать певицей.,"When I was a child, I dreamed about becoming a singer.",_,внутренний мир,
мечтать,353,dream,V,A1,"MiP, МН, Кс",2,мечтал,Imperf.Masc.Sing.Past,В детстве он мечтал стать художником.,"When he was a child, he wanted to become an artist.",_,внутренний мир,
мечтать,354,dream,V,A1,"MiP, МН, Кс",3,мечтает,Imperf.Sing.3,Вася мечтает об отпуске — он очень устал.,Vasya is dreaming about a vacation — he is very tired.,_,внутренний мир,
мочь,355,be able,V,A1,"Golosa, MiP, LM, МН",1,может,Imperf.Sing.3,"Он сейчас не может говорить по телефону, он летит в Нью-Йорк.","He can’t talk on the phone now, he’s flying to New York.",_,"люди, свободное время",
мочь,356,be able,V,A1,"Golosa, MiP, LM, МН",2,могут,Imperf.Plur.3,"Они так устали, что не могут встать!",They are so tired that they can’t stand up!,_,"люди, свободное время",
мочь,357,be able,V,A1,"Golosa, MiP, LM, МН",3,могу,Imperf.Sing.1,Я не могу найти свой паспорт.,I can't find my passport.,_,"люди, свободное время",
черный,358,black,A,A1,"LM, МН",1,чёрных,Gen.Plur,Они пьют чай из чёрных кружек.,They are drinking tea from black mugs.,_,описание,
черный,359,black,A,A1,"LM, МН",2,чёрной,Gen.Fem.Sing,Он достал футболку из чёрной сумки.,He took a T-shirt out of the black bag.,_,описание,
черный,360,black,A,A1,"LM, МН",3,чёрными,Ins.Plur,Вы видите эту девочку с чёрными волосами?,Do you see that girl with black hair?,_,описание,
район,361,neighborhood,N.Masc.Inan,A1,"MiP, LM, МН",1,района,Gen.Sing,Эта девочка из нашего района.,This girl is from our neighborhood.,_,"путешествие, жильё",
район,362,neighborhood,N.Masc.Inan,A1,"MiP, LM, МН",2,районе,Loc.Sing,В нашем районе много магазинов.,There are many shops in our neighborhood.,_,"путешествие, жильё",
район,363,neighborhood,N.Masc.Inan,A1,"MiP, LM, МН",3,районах,Loc.Plur,Что интересного есть в ваших районах?,What interesting things do you have in your neighborhoods?,_,"путешествие, жильё",
любовь,364,love,N.Fem.Inan,A1,"LM, МН",1,любовь,Nom.Sing,Это была любовь с первого взгляда.,It was love from first sight.,_,"внутренний мир, люди",
любовь,365,love,N.Fem.Inan,A1,"LM, МН",2,любви,Gen.Sing,Трудно жить без любви.,It's hard to live without love.,_,"внутренний мир, люди",
любовь,366,love,N.Fem.Inan,A1,"LM, МН",3,любовью,Ins.Sing,Моя мама всегда готовит с любовью.,My mom always cooks with love.,_,"внутренний мир, люди",
называться,367,be called,V,A1,"MiP, LM, МН",1,называется,Imperf.Sing.3,Как называется этот цветок?,What is the name of this flower?,_,описание,
называться,368,be called,V,A1,"MiP, LM, МН",2,называются,Imperf.Plur.3,Как называются эти овощи?,What are these vegetables called?,_,описание,
называться,369,be called,V,A1,"MiP, LM, МН",3,называлась,Imperf.Fem.Sing.Past,Раньше эта улица называлась по-другому.,This street used to have a different name.,_,описание,
театр,370,theatre,N.Masc.Inan,A1,"Golosa, MiP, МН",1,театре,Loc.Sing,Мы вчера были в театре.,We were at the theatre yesterday.,_,свободное время,
театр,371,theatre,N.Masc.Inan,A1,"Golosa, MiP, МН",2,театра,Gen.Sing,Мы только что вернулись из театра.,We just got back from the theatre.,_,свободное время,
театр,372,theatre,N.Masc.Inan,A1,"Golosa, MiP, МН",3,театр,Nom.Sing,Этот театр — самый старый в городе.,This theatre is the oldest one in town.,_,свободное время,
неделя,373,week,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,неделю,Acc.Sing,Я хожу в бассейн 2 раза в неделю.,I go to the swimming pool twice a week.,_,"мера, время",
неделя,374,week,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,недели,Gen.Sing,Через 2 недели мы полетим в Англию.,In 2 weeks we are going to England.,_,"мера, время",
неделя,375,week,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,неделе,Loc.Sing,На следующей неделе мы идём в театр.,We’re going to the theatre the next week.,_,"мера, время",
написать,376,write,A,A1,"Golosa, MiP, LM, МН",1,написано,Perf.PastPassiveParticiple.Neut.Sing,На билете написано время начала концерта.,The concert's starting time is written on the ticket.,_,"учёба/работа, люди, общение",
написать,377,write,V,A1,"Golosa, MiP, LM, МН",2,написал,Perf.Masc.Sing.Past,"Я написал письмо, но забыл его отправить.","I wrote a letter, but forgot to send it.",_,"учёба/работа, люди, общение",
написать,378,write,V,A1,"Golosa, MiP, LM, МН",3,написать,Perf.Inf,Как написать стихотворение?,How does one write a poem?,_,"учёба/работа, люди, общение",
предмет,379,thing,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,предметов,Gen.Plur,В салоне самолёта не должно быть опасных предметов.,There shouldn’t be any dangerous items inside the aircraft.,_,учёба/работа,
предмет,380,thing,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,предметы,Nom.Plur,"Я не знаю, как называются эти предметы.",I don't know what these things are called.,_,учёба/работа,
предмет,381,thing,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,предмет,Acc.Sing,Я не вижу предмет у него в руках.,I can’t see the thing that he’s holding in his hands.,_,учёба/работа,
сын,382,son,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,сын,Nom.Sing,Мой сын любит апельсины.,My son likes oranges.,_,люди,
сын,383,son,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,сына,Acc.Sing,Я люблю своего сына.,I love my son.,_,люди,
сын,384,son,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,сыну,Dat.Sing,Я купила сыну новую куртку.,I bought my son a new coat.,_,люди,
литература,385,literature,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,литературы,Gen.Sing,Больше всего я люблю уроки литературы.,I like literature classes best of all.,_,"учёба/работа, свободное время",
литература,386,literature,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,литературе,Loc.Sing,Ответ на любой вопрос можно найти в литературе.,You can find the answer to any question in the literature.,_,"учёба/работа, свободное время",
литература,387,literature,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,литература,Nom.Sing,Русская литература начала активно развиваться в XIX веке.,Russian literature started actively developing in the 19th century.,_,"учёба/работа, свободное время",
магазин,388,shop,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,магазина,Gen.Sing,Я вышла из магазина и пошла в банк.,I walked out of the shop and went into the bank.,_,магазин,
магазин,389,shop,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,магазинах,Loc.Plur,Во всех магазинах сейчас распродажа! Пора покупать новую одежду.,There are sales in all the shops! Time to buy new clothes.,_,магазин,
магазин,390,shop,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,магазинов,Gen.Plur,Мы только что вернулись домой из магазинов.,We just returned home from shopping.,_,магазин,
настоящий,391,real,A,A1,"MiP, МН",1,настоящее,Inan.Acc.Neut.Sing,В Замбии я увидел настоящее чудо природы — водопад Виктория.,I saw a real miracle of nature in Zambia — Victoria falls.,_,"время, описание",
настоящий,392,real,A,A1,"MiP, МН",2,настоящий,Nom.Masc.Sing,Это настоящий мех или искусственный?,Is this fur real or artificial?,_,"время, описание",
настоящий,393,real,A,A1,"MiP, МН",3,настоящая,Nom.Fem.Sing,Рядом с нашей яхтой проплыла настоящая акула!,A real shark just passed by our yacht!,_,"время, описание",
смерть,394,death,N.Fem.Inan,A1,"Golosa, MiP, МН",1,смерти,Gen.Sing,Я до смерти боюсь высоты.,I’m scared to death of heights!,_,"люди, время, здоровье",
смерть,395,death,N.Fem.Inan,A1,"Golosa, MiP, МН",2,смерть,Nom.Sing,Смерть пугает многих людей.,Death scares many people.,_,"люди, время, здоровье",
смерть,396,death,N.Fem.Inan,A1,"Golosa, MiP, МН",3,смертью,Ins.Sing,Перед смертью все равны.,Everybody is equal in the face of death.,_,"люди, время, здоровье",
муж,397,husband,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,муж,Nom.Sing,Мой муж работает в университете.,My husband works at the university.,_,люди,
муж,398,husband,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,мужа,Gen.Sing,У моего мужа много друзей.,My husband has many friends.,_,люди,
муж,399,husband,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,мужем,Ins.Sing,Мы с мужем много путешествуем.,My husband and I travel a lot.,_,люди,
находиться,400,be located,V,A1,"MiP, LM, МН",1,находится,Imperf.Sing.3,Где находится Мыс Доброй Надежды?,Where is the Cape of Good Hope located?,_,"путешествие, жильё",
находиться,401,be located,V,A1,"MiP, LM, МН",2,находятся,Imperf.Plur.3,Где находятся Лофотенские острова?,Where are the Lofoten islands located?,_,"путешествие, жильё",
находиться,402,be located,V,A1,"MiP, LM, МН",3,находился,Imperf.Masc.Sing.Past,"Всю прошлую неделю я находился в больнице, поэтому не мог вам ответить.","All of last week I was in the hospital, that’s why I couldn’t reply to you.",_,"путешествие, жильё",
государственный,403,state,A,A1,"Golosa, MiP, МН",1,государственных,Gen.Plur,"В России государственных школ больше, чем частных.",There are more state-funded schools than private schools in Russia.,_,"учёба/работа, политика",
государственный,404,state,A,A1,"Golosa, MiP, МН",2,государственной,Gen.Fem.Sing,Я недавно ушла из государственной организации и начала работать в бизнесе.,Not long ago I quit working for a government agency and took a new job in business.,_,"учёба/работа, политика",
государственный,405,state,A,A1,"Golosa, MiP, МН",3,государственного,Gen.Masc.Sing,Мой брат — выпускник Московского государственного университета.,My brother is a graduate of Moscow State University.,_,"учёба/работа, политика",
старый,406,old,A,A1,"Golosa, MiP, LM, МН",1,старых,Gen.Plur,Я сделала новую сумку из старых джинсов.,I made a new purse from some old jeans.,_,"люди, мера, время",
старый,407,old,A,A1,"Golosa, MiP, LM, МН",2,старый,Nom.Masc.Sing,Мой старый друг сегодня в Москве. Я хочу его увидеть!,My old friend is in Moscow today. I want to see him!,_,"люди, мера, время",
старый,408,old,A,A1,"Golosa, MiP, LM, МН",3,старая,Nom.Fem.Sing,"Моя старая юбка порвалась, нужно покупать новую.","My old skirt’s torn, I need to buy a new one.",_,"люди, мера, время",
нравиться,409,like,V,A1,"Golosa, MiP, LM, МН",1,нравится,Imperf.Sing.3,"Мне нравится это платье, но оно слишком дорогое.",I like this dress but it’s too expensive.,_,внутренний мир,
нравиться,410,like,V,A1,"Golosa, MiP, LM, МН",2,нравятся,Imperf.Plur.3,Мне не нравятся новые правила!,I don't like the new rules!,_,внутренний мир,
нравиться,411,like,V,A1,"Golosa, MiP, LM, МН",3,нравилось,Imperf.Neut.Sing.Past,Мне всегда нравилось это платье.,I have always liked that dress.,_,внутренний мир,
современный,412,modern,A,A1,"MiP, МН",1,современной,Gen.Fem.Sing,Я не хочу переезжать из современной квартиры в дом в деревне.,I don't want to move from a modern apartment to a house in a village.,_,"время, описание",
современный,413,modern,A,A1,"MiP, МН",2,современных,Gen.Plur,Кто из современных писателей тебе нравится?,Which of the modern writers do you like?,_,"время, описание",
современный,414,modern,A,A1,"MiP, МН",3,современная,Nom.Fem.Sing,Мне нравится современная живопись.,I like contemporary paintings.,_,"время, описание",
газета,415,newspaper,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,газеты,Gen.Sing,У этой газеты много читателей.,This newspaper has a lot of readers.,_,"свободное время, учёба/работа",
газета,416,newspaper,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,газет,Gen.Plur,Все новости моя бабушка узнает из газет.,My grandmother gets all the news from newspapers.,_,"свободное время, учёба/работа",
газета,417,newspaper,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,газету,Acc.Sing,Он написал в газету объявление о продаже дома.,He put an ad about a house for sale in the newspaper.,_,"свободное время, учёба/работа",
музыка,418,music,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,музыка,Nom.Sing,Какая музыка тебе нравится?,What kind of music do you like?,_,свободное время,
музыка,419,music,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,музыку,Acc.Sing,Я люблю классическую музыку.,I love classical music.,_,свободное время,
музыка,420,music,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,музыки,Gen.Sing,Я не могу сидеть в комнате без музыки.,I can't sit in the room without having the music on.,_,свободное время,
журнал,421,magazine,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,журнала,Gen.Sing,В детстве я вырезала картинки из журнала мод.,As a child I used to cut pictures out of a fashion magazine.,_,"свободное время, учёба/работа",
журнал,422,magazine,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,журнал,Acc.Sing,Ты уже читал этот журнал? Он интересный?,Have you read this magazine? Is it interesting?,_,"свободное время, учёба/работа",
журнал,423,magazine,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,журналов,Gen.Plur,"Я люблю смотреть на картинки из модных журналов, они такие красивые.","I like to look at pictures in fashion magazines, they are so beautiful.",_,"свободное время, учёба/работа",
экономика,424,economics,N.Fem.Inan,A1,"Golosa, MiP, МН",1,экономики,Gen.Sing,Новости экономики меня не интересуют.,News about the economy doesn’t interest me.,_,учёба/работа,
экономика,425,economics,N.Fem.Inan,A1,"Golosa, MiP, МН",2,экономика,Nom.Sing,Мировая экономика сейчас в кризисе.,The world economy is now in crisis.,_,учёба/работа,
экономика,426,economics,N.Fem.Inan,A1,"Golosa, MiP, МН",3,экономике,Loc.Sing,Она хорошо разбирается в мировой экономике и политике.,She knows a lot about the global economy and politics.,_,учёба/работа,
письмо,427,letter,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,письмо,Acc.Sing,Вы уже получили моё письмо?,Have you received my letter yet?,_,"учёба/работа, люди",
письмо,428,letter,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,письма,Gen.Sing,"Из его письма мы узнали, что возвращаться домой он не планирует.",We understood from his letter that he isn’t planning to return back home.,_,"учёба/работа, люди",
письмо,429,letter,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,письме,Loc.Sing,В письме я написал о своей работе.,In my letter I wrote about my job.,_,"учёба/работа, люди",
дедушка,430,grandfather,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,дедушка,Nom.Sing,Мой дедушка любит играть в бильярд.,My grandfather likes to play pool.,_,люди,
дедушка,431,grandfather,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,дедушкой,Ins.Sing,В детстве я любила играть с дедушкой.,As a child I liked to play with my grandfather.,_,люди,
дедушка,432,grandfather,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,дедушки,Gen.Sing,Я вчера был у дедушки в гостях.,I visited my grandfather yesterday.,_,люди,
девушка,433,girl,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,девушка,Nom.Sing,"Ты знаешь, кто эта девушка?",Do you know who that girl is?,_,люди,
девушка,434,girl,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,девушки,Nom.Plur,"Эти девушки работают стюардессами, поэтому проходят паспортный контроль первыми.","These young women work as stewardesses, that’s why they are the first ones to go through passport control.",_,люди,
девушка,435,girl,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,девушку,Acc.Sing,Видите ту девушку на лестнице? Это моя сестра.,Do you see that girl on the stairs? That’s my sister.,_,люди,
обедать,436,have lunch,V,A1,"Golosa, MiP, LM, МН",1,обедать,Imperf.Inf,Когда мы будем обедать? Я уже проголодался.,When will we have lunch? I’m hungry already.,_,еда,
обедать,437,have lunch,V,A1,"Golosa, MiP, LM, МН",2,обедали,Imperf.Plur.Past,Вы уже обедали сегодня?,Have you already had lunch today?,_,еда,
обедать,438,have lunch,V,A1,"Golosa, MiP, LM, МН",3,обедал,Imperf.Masc.Sing.Past,На прошлой неделе я каждый день обедал в кафе рядом с работой.,Last week I had lunch at the cafe next to my workplace every day.,_,еда,
бабушка,439,grandmother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",1,бабушка,Nom.Sing,Моя бабушка живёт в другом городе.,My grandmother lives in another city.,_,люди,
бабушка,440,grandmother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",2,бабушки,Gen.Sing,У моей бабушки дома много интересных картин. Она рисует их сама.,My grandmother has many interesting paintings at home. She paints them herself.,_,люди,
бабушка,441,grandmother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",3,бабушку,Acc.Sing,"Я научила бабушку пользоваться айфоном, и теперь мы каждый день разговариваем с ней по скайпу.",I taught my grandmother to use an iPhone and now I talk to her on Skype every day.,_,люди,
стена,442,wall,N.Fem.Inan,A1,"Golosa, MiP, МН",1,стене,Dat.Sing,Поставь этот стол к стене.,Put that table next to the wall.,_,жильё,
стена,443,wall,N.Fem.Inan,A1,"Golosa, MiP, МН",2,стенах,Loc.Plur,На всех стенах в моей квартире висят фотографии нашей семьи.,There are photos of our family on all the walls in my apartment.,_,жильё,
стена,444,wall,N.Fem.Inan,A1,"Golosa, MiP, МН",3,стену,Acc.Sing,Я хочу повесить новую картину на стену в моей комнате.,I want to put a new picture on the wall in my room.,_,жильё,
опаздывать,445,be late,V,A1,"Golosa, MiP, МН",1,опаздывая,Imperf.Gerund,"Даже опаздывая на самолёт, помните о своей безопасности и не переходите дорогу на красный свет.","Even if you are late for a flight, think of your safety and don’t cross the road when the light is red.",_,"время, учёба/работа",
опаздывать,446,be late,V,A1,"Golosa, MiP, МН",2,опаздывают,Imperf.Plur.3,Мои друзья часто опаздывают на наши встречи.,My friends are often late when we meet up.,_,"время, учёба/работа",
опаздывать,447,be late,V,A1,"Golosa, MiP, МН",3,опаздывал,Imperf.Masc.Sing.Past,Я никогда раньше не опаздывал на самолёт.,I have never been late for a flight before.,_,"время, учёба/работа",
море,448,sea,N.Neut.Inan,A1,"MiP, МН",1,моря,Gen.Sing,Я мечтаю жить у моря.,I dream about living by the sea.,_,путешествие,
море,449,sea,N.Neut.Inan,A1,"MiP, МН",2,море,Nom.Sing,Красное море — самое тёплое в мире.,The Red Sea is the warmest sea in the world.,_,путешествие,
море,450,sea,N.Neut.Inan,A1,"MiP, МН",3,морю,Dat.Sing,Прошлым летом мы ездили к морю.,We went to the seaside last summer.,_,путешествие,
брат,451,brother,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",1,брат,Nom.Sing,Мой брат ходит в школу.,My brother goes to school.,_,люди,
брат,452,brother,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",2,брата,Acc.Sing,Я очень люблю своего младшего брата.,I love my younger brother very much.,_,люди,
брат,453,brother,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",3,братья,Nom.Plur,Мои братья живут в Париже.,My brothers live in Paris.,_,люди,
отдыхать,454,rest,V,A1,"Golosa, MiP, LM, МН",1,отдыхать,Imperf.Inf,Как вы любите отдыхать после работы? Я — с книжкой на диване или в кино с друзьями.,How do you like to relax after work? I prefer to be with a book on the sofa or at the movies with my friends.,_,свободное время,
отдыхать,455,rest,V,A1,"Golosa, MiP, LM, МН",2,отдыхают,Imperf.Plur.3,Дети долго бегали и теперь отдыхают.,The children did a lot of running and now they’re resting.,_,свободное время,
отдыхать,456,rest,V,A1,"Golosa, MiP, LM, МН",3,отдыхали,Imperf.Plur.Past,"Мы так давно не отдыхали, я ужасно устала!","We haven't had any rest for a such long time, I am so terribly exhausted!",_,свободное время,
плохой,457,bad,A,A1,"Golosa, MiP, LM, МН",1,хуже,Comparative,Разве мы хуже других?,Are we really worse than the others?,_,описание,
плохой,458,bad,A,A1,"Golosa, MiP, LM, МН",2,плохо,Adverb,"Очень плохо, что ты никому не сказал, что не придёшь на встречу. Мы тебя ждали!",It's bad you didn’t tell anybody that you couldn't meet up. We were waiting for you!,_,описание,
плохой,459,bad,A,A1,"Golosa, MiP, LM, МН",3,плохого,Gen.Neut.Sing,"Что плохого в том, чтобы спать 5 часов в сутки?",What’s bad about sleeping 5 hours a day?,_,описание,
роман,460,novel,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,романа,Gen.Sing,Эта строчка из романа «Война и Мир» Льва Толстого.,"This is a line from the novel ""War and Peace"" by Leo Tolstoy.",_,"учёба/работа, свободное время",
роман,461,novel,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,роман,Nom.Sing,В 2017 году Букеровскую премию получил роман Джорджа Сондерса.,The 2017 Booker prize was awarded to a novel by George Saunders.,_,"учёба/работа, свободное время",
роман,462,novel,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,романе,Loc.Sing,В романе «Унесенные ветром» Маргарет Митчелл показала жизнь в Америке во время гражданской войны.,"In the novel ""Gone with the Wind"" Margaret Mitchell portrayed life in America during the Civil War.",_,"учёба/работа, свободное время",
петь,463,sing,V,A1,"MiP, LM, МН",1,петь,Imperf.Inf,"Я не умею петь, но очень хочу научиться!",I can't sing but I really want to learn!,_,"учёба/работа, свободное время",
петь,464,sing,V,A1,"MiP, LM, МН",2,пели,Imperf.Plur.Past,Вчера мы весь вечер пели наши любимые песни.,Yesterday we spent the whole evening singing our favorite songs.,_,"учёба/работа, свободное время",
петь,465,sing,V,A1,"MiP, LM, МН",3,поёт,Imperf.Sing.3,Он так красиво поёт!,She sings so beautifully!,_,"учёба/работа, свободное время",
