Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
готовиться,3135,prepare,V,B1,LM,3,готовиться,Inf,"Чтобы успешно пройти собеседование на работу, к нему нужно готовиться.",_,_,"учёба/работа, еда",
гражданин,3136,citizen,N.Masc.Anim,B1,LM,1,граждан,Gen.Plur,"Граждан России на борту самолёта, совершившего аварийную посадку, не было.",_,_,"люди, политика",
гражданин,3137,citizen,N.Masc.Anim,B1,LM,2,граждане,Nom.Plur,"Уважаемые граждане, сохраняйте спокойствие и порядок!",_,_,"люди, политика",
гражданин,3138,citizen,N.Masc.Anim,B1,LM,3,гражданина,Gen.Sing,Ходить на выборы — долг любого гражданина.,_,_,"люди, политика",
гражданка,3139,citizen,N.Fem.Anim,B1,LM,1,гражданка,Nom.Sing,Его жена — гражданка Австрии.,_,_,"люди, политика",
гражданка,3140,citizen,N.Fem.Inan,B1,LM,2,гражданку,Acc.Sing,На границе задержали гражданку Кипра.,_,_,"люди, политика",
гражданка,3141,citizen,N.Fem.Anim,B1,LM,3,гражданкой,Ins.Sing,Он заключил брак с гражданкой Китая.,_,_,"люди, политика",
гражданство,3142,citizenship,N.Neut.Inan,B1,LM,1,гражданства,Gen.Sing,Человека нельзя лишить единственного гражданства.,_,_,"люди, политика",
гражданство,3143,citizenship,N.Neut.Inan,B1,LM,2,гражданство,Acc.Sing,Александр получил гражданство США в прошлом году.,_,_,"люди, политика",
гражданство,3144,citizenship,N.Neut.Inan,B1,LM,3,гражданстве,Loc.Sing,В паспорте содержатся сведения о гражданстве человека.,_,_,"люди, политика",
громкий,3145,loud,A,B1,LM,1,громкий,Nom.Masc.Sing,Громкий звук фейерверка испугал нашу собаку.,_,_,описание,
громкий,3146,loud,A,B1,LM,2,громкие,Nom.Plur,Его разбудили громкие звуки с улицы.,_,_,описание,
громкий,3147,loud,A,B1,LM,3,громкая,Nom.Fem.Sing,Из каждого окна звучала громкая музыка.,_,_,описание,
грубый,3148,rude,A,B1,LM,1,грубым,Ins.Masc.Sing,Коля показался мне грубым и агрессивным.,_,_,"описание, внутренний мир",
грубый,3149,rude,A,B1,LM,2,грубой,Gen.Fem.Sing,Он купил сумку из грубой кожи.,_,_,"описание, внутренний мир",
грубый,3150,rude,A,B1,LM,3,грубая,Nom.Fem.Sing,Почему она всегда такая грубая?,_,_,"описание, внутренний мир",
чувствовать,3151,feel,V,B1,"MiP, LM",1,чувствую,Sing.1.Pres/Fut,"Спасибо, я чувствую себя гораздо лучше сегодня.",_,_,"люди, внутренний мир",
чувствовать,3152,feel,V,B1,"MiP, LM",2,чувствует,Sing.3.Pres/Fut,"Что чувствует человек, когда его предаёт лучший друг?",_,_,"люди, внутренний мир",
чувствовать,3153,feel,V,B1,"MiP, LM",3,чувствовал,Masc.Sing.Past,В последнее время Костя постоянно чувствовал усталость.,_,_,"люди, внутренний мир",
грудь,3154,chest,N.Fem.Inan,B1,"Golosa, LM, Поехали",1,грудь,Acc.Sing,Последний удар Ваня нанёс Саше прямо в грудь.,_,_,"люди, здоровье",
грудь,3155,chest,N.Fem.Inan,B1,"Golosa, LM, Поехали",2,груди,Loc.Sing,Он пожаловался на боль в груди.,_,_,"люди, здоровье",
грудь,3156,chest,N.Fem.Inan,B1,"Golosa, LM, Поехали",3,грудью,Ins.Sing,Мать грудью встала на защиту своего ребёнка.,_,_,"люди, здоровье",
гуманитарный,3157,humanitarian,A,B1,LM,1,гуманитарных,Gen.Plur,Валя учится на факультете гуманитарных наук.,_,_,"описание, учёба/работа",
гуманитарный,3158,humanitarian,A,B1,LM,2,гуманитарные,Nom.Plur,Гуманитарные науки казались ему самыми лёгкими.,_,_,"описание, учёба/работа",
гуманитарный,3159,humanitarian,A,B1,LM,3,гуманитарного,Gen.Masc.Sing,"Я не уверен, что они понимают важность гуманитарного образования.",_,_,"описание, учёба/работа",
дальний,3160,distant,A,B1,LM,1,дальнего,Gen.Neut.Sing,Эту рыбу нам привозят с Дальнего Востока.,_,_,описание,
дальний,3161,distant,A,B1,LM,2,дальних,Gen.Plur,"Возвращаясь из дальних странствий, корабли привозили в Европу много товаров.",_,_,описание,
дальний,3162,distant,A,B1,LM,3,дальний,Inan.Acc.Masc.Sing,Его отправили в командировку на Дальний Восток.,_,_,описание,
дача,3163,summer house,N.Fem.Inan,B1,"Golosa, MiP, LM",1,дачу,Acc.Sing,"Раньше мы каждые выходные ездили на дачу, а сейчас почти там не появляемся.",_,_,"жильё, свободное время",
дача,3164,summer house,N.Fem.Inan,B1,"Golosa, MiP, LM",2,даче,Loc.Sing,Больше всего моя бабушка любит проводить время на даче.,_,_,"жильё, свободное время",
дача,3165,summer house,N.Fem.Inan,B1,"Golosa, MiP, LM",3,дачи,Gen.Sing,"Возвращаясь с дачи, они поняли, что забыли закрыть там входную дверь.",_,_,"жильё, свободное время",
двигаться,3166,move,V,B1,LM,1,двигаться,Inf,Врачи советуют горожанам больше двигаться и чаще бывать на свежем воздухе.,_,_,"транспорт, путешествие",
двигаться,3167,move,V,B1,LM,2,движется,Sing.3.Pres/Fut,Любая наука и движется по пути «от незнанию к знанию».,_,_,"транспорт, путешествие",
двигаться,3168,move,V,B1,LM,3,движутся,Plur.3.Pres/Fut,"Иногда ей начинало казаться, что часы сломались и стрелки не движутся.",_,_,"транспорт, путешествие",
движение,3169,movement,N.Neut.Inan,B1,LM,1,движения,Gen.Sing,После этого он вскрикнул и несколько минут сидел без движения.,_,_,"люди, транспорт, путешествие",
движение,3170,movement,N.Neut.Inan,B1,LM,2,движение,Nom.Sing,Движение поездов на этом участке скоро будет восстановлено.,_,_,"люди, транспорт, путешествие",
движение,3171,movement,N.Neut.Inan,B1,LM,3,движений,Gen.Plur,Он никак не мог запомнить нужных танцевальных движений.,_,_,"люди, транспорт, путешествие",
двойка,3172,«F» grade,N.Fem.Inan,B1,"Golosa, LM",1,двойку,Acc.Sing,Он получил двойку за последнюю контрольную.,_,_,учёба/работа,
двойка,3173,«F» grade,N.Fem.Inan,B1,"Golosa, LM",2,двоек,Gen.Plur,В школе у Маши никогда не было двоек.,_,_,учёба/работа,
двойка,3174,«F» grade,N.Fem.Inan,B1,"Golosa, LM",3,двойки,Acc.Plur,Весь класс получил двойки за домашнюю работу.,_,_,учёба/работа,
двор,3175,courtyard,N.Masc.Inan,B1,LM,1,дворе,Loc.Sing,В детстве мы любили играть с соседскими ребятами во дворе.,_,_,жильё,
двор,3176,courtyard,N.Masc.Inan,B1,LM,2,двор,Acc.Sing,Чья-то машина перегородила въезд в наш двор.,_,_,жильё,
двор,3177,courtyard,N.Masc.Inan,B1,LM,3,двора,Gen.Sing,Из двора слышались крики.,_,_,жильё,
декларация,3178,declaration,N.Fem.Inan,B1,"Golosa, LM",1,декларация,Nom.Sing,_,_,_,политика,
декларация,3179,declaration,N.Fem.Inan,B1,"Golosa, LM",2,декларацию,Acc.Sing,_,_,_,политика,
декларация,3180,declaration,N.Fem.Inan,B1,"Golosa, LM",3,декларацией,Ins.Sing,_,_,_,политика,
делегация,3181,delegation,N.Fem.Inan,B1,LM,1,делегация,Nom.Sing,_,_,_,"люди, политика",
делегация,3182,delegation,N.Fem.Inan,B1,LM,2,делегации,Gen.Sing,_,_,_,"люди, политика",
делегация,3183,delegation,N.Fem.Inan,B1,LM,3,делегацию,Acc.Sing,_,_,_,"люди, политика",
делить,3184,divide,V,B1,LM,1,делить,Inf,_,_,_,"люди, общение",
делить,3185,divide,V,B1,LM,2,делит,Sing.3.Pres/Fut,_,_,_,"люди, общение",
делить,3186,divide,V,B1,LM,3,делим,Plur.1.Pres/Fut,_,_,_,"люди, общение",
делиться,3187,share,V,B1,LM,1,делятся,Plur.3.Pres/Fut,_,_,_,"люди, общение",
делиться,3188,share,V,B1,LM,2,делится,Sing.3.Pres/Fut,_,_,_,"люди, общение",
делиться,3189,share,V,B1,LM,3,делились,Plur.Past,_,_,_,"люди, общение",
демократический,3190,democratic,A,B1,LM,1,демократических,Gen.Plur,_,_,_,"описание, политика",
демократический,3191,democratic,A,B1,LM,2,демократическая,Nom.Fem.Sing,_,_,_,"описание, политика",
демократический,3192,democratic,A,B1,LM,3,демократической,Gen.Fem.Sing,_,_,_,"описание, политика",
демонстрация,3193,demonstration,N.Fem.Inan,B1,LM,1,демонстрации,Nom.Plur,_,_,_,политика,
демонстрация,3194,demonstration,N.Fem.Inan,B1,LM,2,демонстрация,Nom.Sing,_,_,_,политика,
демонстрация,3195,demonstration,N.Fem.Inan,B1,LM,3,демонстрацию,Acc.Sing,_,_,_,политика,
деревянный,3196,wooden,A,B1,LM,1,деревянную,Acc.Fem.Sing,_,_,_,"описание, жильё",
деревянный,3197,wooden,A,B1,LM,2,деревянные,Nom.Plur,_,_,_,"описание, жильё",
деревянный,3198,wooden,A,B1,LM,3,деревянных,Loc.Plur,_,_,_,"описание, жильё",
пора,3199,time,N.Fem.Inan,B1,"MiP, LM",1,пор,Gen.Plur,_,_,_,время,
пора,3200,time,N.Fem.Inan,B1,"MiP, LM",2,пора,Nom.Sing,_,_,_,время,
пора,3201,time,N.Fem.Inan,B1,"MiP, LM",3,порой,Ins.Sing,_,_,_,время,
детектив,3202,detective story,N.Masc.Inan,B1,"Golosa, LM",1,детективов,Gen.Plur,_,_,_,свободное время,
детектив,3203,detective story,N.Masc.Inan,B1,"Golosa, LM",2,детектива,Gen.Sing,_,_,_,свободное время,
детектив,3204,detective story,N.Masc.Inan,B1,"Golosa, LM",3,детектив,Nom.Sing,_,_,_,свободное время,
деятель,3205,personality,N.Masc.Anim,B1,LM,1,деятелей,Gen.Plur,_,_,_,"люди, учёба/работа",
деятель,3206,personality,N.Masc.Anim,B1,LM,2,деятели,Nom.Plur,_,_,_,"люди, учёба/работа",
деятель,3207,personality,N.Masc.Anim,B1,LM,3,деятель,Nom.Sing,_,_,_,"люди, учёба/работа",
джинсы,3208,jeans,N.Inan,B1,"Golosa, LM, Поехали",1,джинсах,Loc.Plur,_,_,_,"одежда, магазин",
джинсы,3209,jeans,N.Inan,B1,"Golosa, LM, Поехали",2,джинсы,Nom.Plur,_,_,_,"одежда, магазин",
джинсы,3210,jeans,N.Inan,B1,"Golosa, LM, Поехали",3,джинсами,Ins.Plur,_,_,_,"одежда, магазин",
диск,3211,disk,N.Masc.Inan,B1,"Golosa, LM",1,диска,Gen.Sing,_,_,_,"свободное время, магазин",
диск,3212,disk,N.Masc.Inan,B1,"Golosa, LM",2,диск,Nom.Sing,_,_,_,"свободное время, магазин",
диск,3213,disk,N.Masc.Inan,B1,"Golosa, LM",3,дисков,Gen.Plur,_,_,_,"свободное время, магазин",
дискуссия,3214,discussion,N.Fem.Inan,B1,LM,1,дискуссию,Acc.Sing,_,_,_,"общение, политика",
дискуссия,3215,discussion,N.Fem.Inan,B1,LM,2,дискуссии,Gen.Sing,_,_,_,"общение, политика",
дискуссия,3216,discussion,N.Fem.Inan,B1,LM,3,дискуссия,Nom.Sing,_,_,_,"общение, политика",
диссертация,3217,thesis,N.Fem.Inan,B1,LM,1,диссертацию,Acc.Sing,_,_,_,учёба/работа,
диссертация,3218,thesis,N.Fem.Inan,B1,LM,2,диссертации,Gen.Sing,_,_,_,учёба/работа,
диссертация,3219,thesis,N.Fem.Inan,B1,LM,3,диссертаций,Gen.Plur,_,_,_,учёба/работа,
длина,3220,length,N.Fem.Inan,B1,LM,1,длиной,Ins.Sing,_,_,_,мера,
длина,3221,length,N.Fem.Inan,B1,LM,2,длина,Nom.Sing,_,_,_,мера,
длина,3222,length,N.Fem.Inan,B1,LM,3,длину,Acc.Sing,_,_,_,мера,
добавлять,3223,add,V,B1,LM,1,добавляет,Sing.3.Pres/Fut,_,_,_,люди,
добавлять,3224,add,V,B1,LM,2,добавлять,Inf,_,_,_,люди,
добавлять,3225,add,V,B1,LM,3,добавляют,Plur.3.Pres/Fut,_,_,_,люди,
добиваться,3226,achieve,V,B1,LM,1,добиваться,Inf,_,_,_,"люди, учёба/работа",
добиваться,3227,achieve,V,B1,LM,2,добивается,Sing.3.Pres/Fut,_,_,_,"люди, учёба/работа",
добиваться,3228,achieve,V,B1,LM,3,добиваются,Plur.3.Pres/Fut,_,_,_,"люди, учёба/работа",
доброта,3229,kindness,N.Fem.Inan,B1,LM,1,доброты,Gen.Sing,_,_,_,"люди, внутренний мир",
доброта,3230,kindness,N.Fem.Inan,B1,LM,2,доброта,Nom.Sing,_,_,_,"люди, внутренний мир",
доброта,3231,kindness,N.Fem.Inan,B1,LM,3,доброту,Acc.Sing,_,_,_,"люди, внутренний мир",
договариваться,3232,agree,V,B1,"Golosa, MiP, LM",1,договариваться,Inf,_,_,_,"люди, общение",
договариваться,3233,agree,V,B1,"Golosa, MiP, LM",2,договаривались,Plur.Past,_,_,_,"люди, общение",
договариваться,3234,agree,V,B1,"Golosa, MiP, LM",3,договариваются,Plur.3.Pres/Fut,_,_,_,"люди, общение",
доклад,3235,report,N.Masc.Inan,B1,LM,1,докладе,Loc.Sing,_,_,_,учёба/работа,
доклад,3236,report,N.Masc.Inan,B1,LM,2,доклада,Gen.Sing,_,_,_,учёба/работа,
доклад,3237,report,N.Masc.Inan,B1,LM,3,доклад,Acc.Sing,_,_,_,учёба/работа,
документальный,3238,documentary,A,B1,"Golosa, LM",1,документальной,Gen.Fem.Sing,_,_,_,"описание, свободное время",
документальный,3239,documentary,A,B1,"Golosa, LM",2,документальный,Inan.Acc.Masc.Sing,_,_,_,"описание, свободное время",
документальный,3240,documentary,A,B1,"Golosa, LM",3,документальное,Nom.Neut.Sing,_,_,_,"описание, свободное время",
долгий,3241,long,A,B1,LM,1,долгие,Inan.Acc.Plur,_,_,_,"описание, мера",
долгий,3242,long,A,B1,LM,2,долгое,Inan.Acc.Neut.Sing,_,_,_,"описание, мера",
долгий,3243,long,A,B1,LM,3,долгий,Inan.Acc.Masc.Sing,_,_,_,"описание, мера",
доска,3244,piece of wood,N.Fem.Inan,B1,"Golosa, MiP, LM",1,досок,Gen.Plur,_,_,_,жильё,
доска,3245,piece of wood,N.Fem.Inan,B1,"Golosa, MiP, LM",2,доска,Nom.Sing,_,_,_,жильё,
доска,3246,piece of wood,N.Fem.Inan,B1,"Golosa, MiP, LM",3,доски,Acc.Plur,_,_,_,жильё,
достигать,3247,reach,V,B1,LM,1,достигает,Sing.3.Pres/Fut,_,_,_,учёба/работа,
достигать,3248,reach,V,B1,LM,2,достигают,Plur.3.Pres/Fut,_,_,_,учёба/работа,
достигать,3249,reach,V,B1,LM,3,достигать,Inf,_,_,_,учёба/работа,
достижение,3250,achievement,N.Neut.Inan,B1,LM,1,достижения,Gen.Sing,_,_,_,учёба/работа,
достижение,3251,achievement,N.Neut.Inan,B1,LM,2,достижение,Nom.Sing,_,_,_,учёба/работа,
достижение,3252,achievement,N.Neut.Inan,B1,LM,3,достижений,Gen.Plur,_,_,_,учёба/работа,
доходить,3253,reach,V,B1,"Golosa, LM",1,доходит,Sing.3.Pres/Fut,_,_,_,люди,
доходить,3254,reach,V,B1,"Golosa, LM",2,доходили,Plur.Past,_,_,_,люди,
доходить,3255,reach,V,B1,"Golosa, LM",3,доходят,Plur.3.Pres/Fut,_,_,_,люди,
дочка,3256,daughter,N.Fem.Anim,B1,LM,1,дочка,Nom.Sing,_,_,_,люди,
дочка,3257,daughter,N.Fem.Anim,B1,LM,2,дочку,Acc.Sing,_,_,_,люди,
дочка,3258,daughter,N.Fem.Anim,B1,LM,3,дочкой,Ins.Sing,_,_,_,люди,
драма,3259,drama,N.Fem.Inan,B1,"Golosa, LM",1,драмы,Gen.Sing,_,_,_,свободное время,
драма,3260,drama,N.Fem.Inan,B1,"Golosa, LM",2,драма,Nom.Sing,_,_,_,свободное время,
драма,3261,drama,N.Fem.Inan,B1,"Golosa, LM",3,драму,Acc.Sing,_,_,_,свободное время,
древний,3262,ancient,A,B1,LM,1,древних,Gen.Plur,_,_,_,"описание, время",
древний,3263,ancient,A,B1,LM,2,древние,Nom.Plur,_,_,_,"описание, время",
древний,3264,ancient,A,B1,LM,3,древней,Gen.Fem.Sing,_,_,_,"описание, время",
дружеский,3265,friendly,A,B1,LM,1,дружеские,Nom.Plur,_,_,_,"описание, внутренний мир",
дружеский,3266,friendly,A,B1,LM,2,дружеских,Gen.Plur,_,_,_,"описание, внутренний мир",
дружеский,3267,friendly,A,B1,LM,3,дружеской,Loc.Fem.Sing,_,_,_,"описание, внутренний мир",
дружить,3268,to be friends with,V,B1,LM,1,дружить,Inf,_,_,_,"люди, внутренний мир",
дружить,3269,to be friends with,V,B1,LM,2,дружат,Plur.3.Pres/Fut,_,_,_,"люди, внутренний мир",
дружить,3270,to be friends with,V,B1,LM,3,дружим,Plur.1.Pres/Fut,_,_,_,"люди, внутренний мир",
дуть,3271,blow,V,B1,LM,1,дул,Masc.Sing.Past,_,_,_,погода,
дуть,3272,blow,V,B1,LM,2,дуют,Plur.3.Pres/Fut,_,_,_,погода,
дуть,3273,blow,V,B1,LM,3,дует,Sing.3.Pres/Fut,_,_,_,погода,
мюзикл,3274,music show,N.Masc.Inan,B1,"Golosa, LM",1,мюзиклов,Gen.Plur,_,_,_,свободное время,
мюзикл,3275,music show,N.Masc.Inan,B1,"Golosa, LM",2,мюзикл,Nom.Sing,_,_,_,свободное время,
мюзикл,3276,music show,N.Masc.Inan,B1,"Golosa, LM",3,мюзиклом,Ins.Sing,_,_,_,свободное время,
душа,3277,soul,N.Fem.Inan,B1,"Golosa, MiP, LM",1,души,Gen.Sing,_,_,_,внутренний мир,
душа,3278,soul,N.Fem.Inan,B1,"Golosa, MiP, LM",2,душу,Acc.Sing,_,_,_,внутренний мир,
душа,3279,soul,N.Fem.Inan,B1,"Golosa, MiP, LM",3,душе,Loc.Sing,_,_,_,внутренний мир,
дышать,3280,breathe,V,B1,LM,1,дышать,Inf,_,_,_,здоровье,
дышать,3281,breathe,V,B1,LM,2,дышит,Sing.3.Pres/Fut,_,_,_,здоровье,
дышать,3282,breathe,V,B1,LM,3,дышал,Masc.Sing.Past,_,_,_,здоровье,
единый,3283,united,A,B1,LM,1,единой,Gen.Fem.Sing,_,_,_,описание,
единый,3284,united,A,B1,LM,2,единого,Gen.Masc.Sing,_,_,_,описание,
единый,3285,united,A,B1,LM,3,единая,Nom.Fem.Sing,_,_,_,описание,
ежегодный,3286,annual,A,B1,LM,1,ежегодные,Nom.Plur,_,_,_,"описание, время",
ежегодный,3287,annual,A,B1,LM,2,ежегодных,Gen.Plur,_,_,_,"описание, время",
ежегодный,3288,annual,A,B1,LM,3,ежегодную,Acc.Fem.Sing,_,_,_,"описание, время",
бандероль,3289,parcel,N.Fem.Inan,B1,"Golosa, LM",1,бандероль,Acc.Sing,_,_,_,транспорт,
бандероль,3290,parcel,N.Fem.Inan,B1,"Golosa, LM",2,бандероли,Acc.Plur,_,_,_,транспорт,
ежедневный,3291,daily,A,B1,LM,1,ежедневных,Gen.Plur,_,_,_,"описание, время",
ежедневный,3292,daily,A,B1,LM,2,ежедневным,Ins.Masc.Sing,_,_,_,"описание, время",
ежедневный,3293,daily,A,B1,LM,3,ежедневная,Nom.Fem.Sing,_,_,_,"описание, время",
естественный,3294,natural,A,B1,LM,1,естественных,Gen.Plur,_,_,_,"описание, мера",
естественный,3295,natural,A,B1,LM,2,естественно,Neut.Sing,_,_,_,"описание, мера",
естественный,3296,natural,A,B1,LM,3,естественный,Nom.Masc.Sing,_,_,_,"описание, мера",
жареный,3297,fried,A,B1,"Golosa, LM",1,жареными,Ins.Plur,_,_,_,"описание, еда",
жареный,3298,fried,A,B1,"Golosa, LM",2,жареный,Nom.Masc.Sing,_,_,_,"описание, еда",
жареный,3299,fried,A,B1,"Golosa, LM",3,жареные,Nom.Plur,_,_,_,"описание, еда",
жарить,3300,fry,V,B1,LM,1,жарили,Plur.Past,_,_,_,еда,
жарить,3301,fry,V,B1,LM,2,жарила,Fem.Sing.Past,_,_,_,еда,
жарить,3302,fry,V,B1,LM,3,жарят,Plur.3.Pres/Fut,_,_,_,еда,
железный,3303,iron,A,B1,LM,1,железной,Gen.Fem.Sing,_,_,_,описание,
железный,3304,iron,A,B1,LM,2,железные,Nom.Plur,_,_,_,описание,
железный,3305,iron,A,B1,LM,3,железная,Nom.Fem.Sing,_,_,_,описание,
желудок,3306,stomach,N.Masc.Inan,B1,"LM, Кс",1,желудок,Nom.Sing,_,_,_,"люди, здоровье",
желудок,3307,stomach,N.Masc.Inan,B1,"LM, Кс",2,желудке,Loc.Sing,_,_,_,"люди, здоровье",
желудок,3308,stomach,N.Masc.Inan,B1,"LM, Кс",3,желудка,Gen.Sing,_,_,_,"люди, здоровье",
жених,3309,groom,N.Masc.Anim,B1,LM,1,жених,Nom.Sing,_,_,_,люди,
жених,3310,groom,N.Masc.Anim,B1,LM,2,жениху,Dat.Sing,_,_,_,люди,
жених,3311,groom,N.Masc.Anim,B1,LM,3,жениха,Gen.Sing,_,_,_,люди,
жестокий,3312,violent,A,B1,LM,1,жестокие,Nom.Plur,_,_,_,"описание, внутренний мир",
жестокий,3313,violent,A,B1,LM,2,жестокая,Nom.Fem.Sing,_,_,_,"описание, внутренний мир",
жестокий,3314,violent,A,B1,LM,3,жестоких,Gen.Plur,_,_,_,"описание, внутренний мир",
живот,3315,stomach,N.Masc.Inan,B1,"Golosa, LM, Поехали, Кс",1,живот,Acc.Sing,_,_,_,"люди, здоровье",
живот,3316,stomach,N.Masc.Inan,B1,"Golosa, LM, Поехали, Кс",2,животе,Loc.Sing,_,_,_,"люди, здоровье",
живот,3317,stomach,N.Masc.Inan,B1,"Golosa, LM, Поехали, Кс",3,животом,Ins.Sing,_,_,_,"люди, здоровье",
заболевать,3318,get sick,V,B1,LM,1,заболевал,Masc.Sing.Past,_,_,_,"люди, здоровье",
заболевать,3319,get sick,V,B1,LM,2,заболевает,Sing.3.Pres/Fut,_,_,_,"люди, здоровье",
заботиться,3320,care about,V,B1,"Golosa, LM",1,заботиться,Inf,_,_,_,"люди, внутренний мир",
заботиться,3321,care about,V,B1,"Golosa, LM",2,заботится,Sing.3.Pres/Fut,_,_,_,"люди, внутренний мир",
заботиться,3322,care about,V,B1,"Golosa, LM",3,заботятся,Plur.3.Pres/Fut,_,_,_,"люди, внутренний мир",
загадка,3323,mystery,N.Fem.Inan,B1,LM,1,загадка,Nom.Sing,_,_,_,"учёба/работа, свободное время",
загадка,3324,mystery,N.Fem.Inan,B1,LM,2,загадок,Gen.Plur,_,_,_,"учёба/работа, свободное время",
загадка,3325,mystery,N.Fem.Inan,B1,LM,3,загадку,Acc.Sing,_,_,_,"учёба/работа, свободное время",
загорать,3326,get tanned,V,B1,"Golosa, LM",1,загорать,Inf,_,_,_,"люди, свободное время",
загорать,3327,get tanned,V,B1,"Golosa, LM",2,загорайте,Imper.Plur.2,_,_,_,"люди, свободное время",
загорать,3328,get tanned,V,B1,"Golosa, LM",3,загорала,Fem.Sing.Past,_,_,_,"люди, свободное время",
заем,3329,loan,N.Masc.Inan,B1,LM,1,займы,Nom.Plur,_,_,_,магазин,
заем,3330,loan,N.Masc.Inan,B1,LM,2,займов,Gen.Plur,_,_,_,магазин,
заем,3331,loan,N.Masc.Inan,B1,LM,3,займах,Loc.Plur,_,_,_,магазин,
зайти,3332,come in,V,B1,"MiP, LM",1,зашёл,Masc.Sing.Past,_,_,_,люди,
зайти,3333,come in,V,B1,"MiP, LM",2,зайти,Inf,_,_,_,люди,
зайти,3334,come in,V,B1,"MiP, LM",3,зашли,Plur.Past,_,_,_,люди,
заказ,3335,order,N.Masc.Inan,B1,LM,1,заказ,Acc.Sing,_,_,_,магазин,
заказ,3336,order,N.Masc.Inan,B1,LM,2,заказов,Gen.Plur,_,_,_,магазин,
заказ,3337,order,N.Masc.Inan,B1,LM,3,заказы,Acc.Plur,_,_,_,магазин,
заканчиваться,3338,finish,V,B1,LM,1,заканчивается,Sing.3.Pres/Fut,_,_,_,_,
заканчиваться,3339,finish,V,B1,LM,2,заканчиваются,Plur.3.Pres/Fut,_,_,_,_,
заканчиваться,3340,finish,V,B1,LM,3,заканчивались,Plur.Past,_,_,_,_,
закричать,3341,scream,V,B1,"MiP, LM",1,закричал,Masc.Sing.Past,_,_,_,_,
закричать,3342,scream,V,B1,"MiP, LM",2,закричала,Fem.Sing.Past,_,_,_,_,
закричать,3343,scream,V,B1,"MiP, LM",3,закричали,Plur.Past,_,_,_,_,
закрываться,3344,close,V,B1,"MiP, LM",1,закрывается,Sing.3.Pres/Fut,_,_,_,_,
закрываться,3345,close,V,B1,"MiP, LM",2,закрываются,Plur.3.Pres/Fut,_,_,_,_,
закрываться,3346,close,V,B1,"MiP, LM",3,закрываться,Inf,_,_,_,_,
закуривать,3347,start smoking,V,B1,LM,1,закуривает,Sing.3.Pres/Fut,_,_,_,_,
закуривать,3348,start smoking,V,B1,LM,2,закуривая,Pres/Fut,_,_,_,_,
закуривать,3349,start smoking,V,B1,LM,3,закуривают,Plur.3.Pres/Fut,_,_,_,_,
закуска,3350,appetizer,N.Fem.Inan,B1,"MiP, LM",1,закуску,Acc.Sing,_,_,_,_,
закуска,3351,appetizer,N.Fem.Inan,B1,"MiP, LM",2,закуска,Nom.Sing,_,_,_,_,
закуска,3352,appetizer,N.Fem.Inan,B1,"MiP, LM",3,закусок,Gen.Plur,_,_,_,_,
заменять,3353,replace,V,B1,LM,1,заменяет,Sing.3.Pres/Fut,_,_,_,_,
заменять,3354,replace,V,B1,LM,2,заменяя,Pres/Fut,_,_,_,_,
заменять,3355,replace,V,B1,LM,3,заменяю,Sing.1.Pres/Fut,_,_,_,_,
замолчать,3356,stop talking,V,B1,LM,1,замолчали,Plur.Past,_,_,_,_,
замолчать,3357,stop talking,V,B1,LM,2,замолчи,Imper.Sing.2,_,_,_,_,
замолчать,3358,stop talking,V,B1,LM,3,замолчит,Sing.3.Pres/Fut,_,_,_,_,
записка,3359,note,N.Fem.Inan,B1,LM,1,записку,Acc.Sing,_,_,_,_,
записка,3360,note,N.Fem.Inan,B1,LM,2,записка,Nom.Sing,_,_,_,_,
записка,3361,note,N.Fem.Inan,B1,LM,3,записок,Gen.Plur,_,_,_,_,
записывать,3362,write down,V,B1,"Golosa, LM",1,записывал,Masc.Sing.Past,_,_,_,_,
записывать,3363,write down,V,B1,"Golosa, LM",2,записывать,Inf,_,_,_,_,
записывать,3364,write down,V,B1,"Golosa, LM",3,записывали,Plur.Past,_,_,_,_,
заплакать,3365,start crying,V,B1,LM,1,заплакал,Masc.Sing.Past,_,_,_,_,
заплакать,3366,start crying,V,B1,LM,2,заплакала,Fem.Sing.Past,_,_,_,_,
заплакать,3367,start crying,V,B1,LM,3,заплачет,Sing.3.Pres/Fut,_,_,_,_,
запрещать,3368,prohibit,V,B1,LM,1,запрещают,Plur.3.Pres/Fut,_,_,_,_,
запрещать,3369,prohibit,V,B1,LM,2,запрещать,Inf,_,_,_,_,
запрещать,3370,prohibit,V,B1,LM,3,запрещает,Sing.3.Pres/Fut,_,_,_,_,
зарплата,3371,salary,N.Fem.Inan,B1,"LM, Поехали",1,зарплату,Acc.Sing,_,_,_,_,
зарплата,3372,salary,N.Fem.Inan,B1,"LM, Поехали",2,зарплаты,Gen.Sing,_,_,_,_,
зарплата,3373,salary,N.Fem.Inan,B1,"LM, Поехали",3,зарплата,Nom.Sing,_,_,_,_,
зарубежный,3374,foreign,A,B1,LM,1,зарубежных,Gen.Plur,_,_,_,_,
зарубежный,3375,foreign,A,B1,LM,2,зарубежные,Nom.Plur,_,_,_,_,
зарубежный,3376,foreign,A,B1,LM,3,зарубежный,Nom.Masc.Sing,_,_,_,_,
засмеяться,3377,start laughing,V,B1,LM,1,засмеялся,Masc.Sing.Past,_,_,_,_,
